LSOA_Code,LSOA_Name,Local_Authority,WIMD_2019_Rank,WIMD_2019_Decile,Income_Rank,Education_Rank,Health_Rank,Access_Services_Rank
W00000766,Pembrokeshire 032,Pembrokeshire,1345,8,497,1103,1326,1119
W00000767,Pembrokeshire 033,Pembrokeshire,823,5,719,1333,386,457
W00000768,Pembrokeshire 034,Pembrokeshire,748,4,1323,1058,550,758
W00000769,Pembrokeshire 035,Pembrokeshire,666,4,657,1309,404,1633
W00000770,Pembrokeshire 036,Pembrokeshire,1214,7,1273,706,845,246
W00000771,Pembrokeshire 037,Pembrokeshire,700,4,1068,1441,500,733
W00000772,Pembrokeshire 038,Pembrokeshire,842,5,422,1147,638,810
W00000773,Pembrokeshire 039,Pembrokeshire,728,4,630,897,822,730
W00000774,Pembrokeshire 040,Pembrokeshire,623,4,1009,1591,950,1354
W00000775,Pembrokeshire 041,Pembrokeshire,371,2,953,441,366,562
W00000776,Pembrokeshire 042,Pembrokeshire,1352,8,1224,1001,346,810
W00000777,Pembrokeshire 043,Pembrokeshire,1014,6,960,129,578,870
W00000778,Pembrokeshire 044,Pembrokeshire,1103,6,148,832,951,1287
W00000779,Pembrokeshire 045,Pembrokeshire,1163,7,1099,565,211,720
W00000780,Pembrokeshire 046,Pembrokeshire,1280,7,1376,1197,1054,1073
W00000781,Pembrokeshire 047,Pembrokeshire,688,4,855,1597,559,1636
W00000782,Pembrokeshire 048,Pembrokeshire,777,5,1353,311,1111,564
W00000783,Pembrokeshire 049,Pembrokeshire,362,2,974,1321,594,216
W00000784,Pembrokeshire 050,Pembrokeshire,865,5,870,1129,1242,872
W00000785,Pembrokeshire 051,Pembrokeshire,1605,9,976,755,318,780
W00000786,Pembrokeshire 052,Pembrokeshire,772,5,1228,1093,474,978
W00000787,Carmarthenshire 001,Carmarthenshire,1118,6,1400,1240,1139,878
W00000788,Carmarthenshire 002,Carmarthenshire,1005,6,1299,263,717,479
W00000789,Carmarthenshire 003,Carmarthenshire,1001,6,1292,587,1,652
W00000790,Carmarthenshire 004,Carmarthenshire,1215,7,1043,1038,743,236
W00000791,Carmarthenshire 005,Carmarthenshire,1056,6,549,1811,1066,571
W00000792,Carmarthenshire 006,Carmarthenshire,605,4,816,744,1274,939
W00000793,Carmarthenshire 007,Carmarthenshire,557,3,1530,871,1142,558
W00000794,Carmarthenshire 008,Carmarthenshire,995,6,961,18,1615,1469
W00000795,Carmarthenshire 009,Carmarthenshire,691,4,453,1002,882,1020
W00000796,Carmarthenshire 010,Carmarthenshire,926,5,1032,1486,1065,346
W00000797,Carmarthenshire 011,Carmarthenshire,1395,8,1440,1909,423,966
W00000798,Carmarthenshire 012,Carmarthenshire,17,1,1049,608,1580,478
W00000799,Carmarthenshire 013,Carmarthenshire,174,1,680,1,1135,1
W00000800,Carmarthenshire 014,Carmarthenshire,861,5,101,709,1474,1023
W00000801,Carmarthenshire 015,Carmarthenshire,504,3,838,857,1029,193
W00000802,Carmarthenshire 016,Carmarthenshire,1087,6,1,572,664,1153
W00000803,Carmarthenshire 017,Carmarthenshire,859,5,343,416,925,812
W00000804,Carmarthenshire 018,Carmarthenshire,618,4,676,1156,653,807
W00000805,Carmarthenshire 019,Carmarthenshire,1717,9,337,35,1147,524
W00000806,Carmarthenshire 020,Carmarthenshire,722,4,568,735,1457,1235
W00000807,Carmarthenshire 021,Carmarthenshire,1194,7,340,343,1,461
W00000808,Carmarthenshire 022,Carmarthenshire,1232,7,1036,752,841,519
W00000809,Carmarthenshire 023,Carmarthenshire,931,5,1125,139,963,1297
W00000810,Carmarthenshire 024,Carmarthenshire,683,4,1102,1909,810,1038
W00000811,Carmarthenshire 025,Carmarthenshire,554,3,915,1052,924,360
W00000812,Carmarthenshire 026,Carmarthenshire,932,5,1376,1047,1215,736
W00000813,Carmarthenshire 027,Carmarthenshire,1149,7,950,431,971,373
W00000814,Carmarthenshire 028,Carmarthenshire,596,4,918,980,398,1355
W00000815,Carmarthenshire 029,Carmarthenshire,1078,6,596,173,794,635
W00000816,Carmarthenshire 030,Carmarthenshire,895,5,719,1,702,703
W00000817,Carmarthenshire 031,Carmarthenshire,1103,6,598,1588,123,1479
W00000818,Carmarthenshire 032,Carmarthenshire,760,4,1159,885,1283,664
W00000819,Carmarthenshire 033,Carmarthenshire,410,3,1361,800,934,1442
W00000820,Carmarthenshire 034,Carmarthenshire,437,3,1064,590,799,884
W00000821,Carmarthenshire 035,Carmarthenshire,249,2,569,1444,1186,819
W00000822,Carmarthenshire 036,Carmarthenshire,947,5,744,1446,773,961
W00000823,Carmarthenshire 037,Carmarthenshire,1308,7,570,1535,268,1632
W00000824,Carmarthenshire 038,Carmarthenshire,700,4,762,18,677,350
W00000825,Carmarthenshire 039,Carmarthenshire,606,4,800,1271,928,997
W00000826,Carmarthenshire 040,Carmarthenshire,411,3,532,1641,570,1644
W00000827,Carmarthenshire 041,Carmarthenshire,752,4,850,1320,1333,796
W00000828,Carmarthenshire 042,Carmarthenshire,694,4,829,998,1188,852
W00000829,Carmarthenshire 043,Carmarthenshire,1097,6,1439,1017,968,120
W00000830,Carmarthenshire 044,Carmarthenshire,1,1,989,808,654,966
W00000831,Carmarthenshire 045,Carmarthenshire,825,5,1256,887,566,1325
W00000832,Carmarthenshire 046,Carmarthenshire,763,4,1039,639,603,890
W00000833,Carmarthenshire 047,Carmarthenshire,855,5,1022,731,152,642
W00000834,Carmarthenshire 048,Carmarthenshire,1167,7,742,741,1224,508
W00000835,Carmarthenshire 049,Carmarthenshire,232,2,792,636,482,765
W00000836,Carmarthenshire 050,Carmarthenshire,1046,6,846,985,1539,685
W00000837,Carmarthenshire 051,Carmarthenshire,961,6,666,477,627,620
W00000838,Carmarthenshire 052,Carmarthenshire,993,6,1695,534,691,819
W00000839,Carmarthenshire 053,Carmarthenshire,1008,6,944,1415,1,1
W00000840,Carmarthenshire 054,Carmarthenshire,651,4,1245,161,1,1124
W00000841,Carmarthenshire 055,Carmarthenshire,947,5,457,416,481,903
W00000842,Carmarthenshire 056,Carmarthenshire,599,4,1027,1,524,309
W00000843,Carmarthenshire 057,Carmarthenshire,747,4,656,1201,143,871
W00000844,Carmarthenshire 058,Carmarthenshire,1073,6,1518,638,973,1
W00000845,Carmarthenshire 059,Carmarthenshire,1,1,1154,847,1297,190
W00000846,Carmarthenshire 060,Carmarthenshire,1057,6,1522,1034,955,854
W00000847,Carmarthenshire 061,Carmarthenshire,221,2,1338,581,1041,99
W00000848,Carmarthenshire 062,Carmarthenshire,378,2,1366,697,1402,812
W00000849,Carmarthenshire 063,Carmarthenshire,113,1,1171,590,1115,862
W00000850,Carmarthenshire 064,Carmarthenshire,232,2,909,1816,1037,822
W00000851,Carmarthenshire 065,Carmarthenshire,1280,7,925,942,435,962
W00000852,Carmarthenshire 066,Carmarthenshire,1264,7,549,1476,815,423
W00000853,Carmarthenshire 067,Carmarthenshire,1249,7,746,1184,739,821
W00000854,Carmarthenshire 068,Carmarthenshire,1047,6,954,1,423,1296
W00000855,Carmarthenshire 069,Carmarthenshire,797,5,661,252,439,1
W00000856,Carmarthenshire 070,Carmarthenshire,809,5,634,424,824,1024
W00000857,Carmarthenshire 071,Carmarthenshire,1687,9,305,1360,1219,476
W00000858,Carmarthenshire 072,Carmarthenshire,931,5,685,931,1423,1140
W00000859,Carmarthenshire 073,Carmarthenshire,1053,6,695,197,770,1429
W00000860,Carmarthenshire 074,Carmarthenshire,239,2,470,905,475,469
W00000861,Carmarthenshire 075,Carmarthenshire,680,4,358,421,1117,222
W00000862,Carmarthenshire 076,Carmarthenshire,210,2,623,1172,775,627
W00000863,Carmarthenshire 077,Carmarthenshire,867,5,221,1067,995,653
W00000864,Carmarthenshire 078,Carmarthenshire,1252,7,444,1346,908,688
W00000865,Carmarthenshire 079,Carmarthenshire,842,5,811,1386,440,483
W00000866,Carmarthenshire 080,Carmarthenshire,1264,7,635,1246,1495,657
W00000867,Carmarthenshire 081,Carmarthenshire,1122,6,434,1182,925,1077
W00000868,Carmarthenshire 082,Carmarthenshire,591,4,252,1071,65,697
W00000869,Carmarthenshire 083,Carmarthenshire,1226,7,919,1707,1239,536
W00000870,Carmarthenshire 084,Carmarthenshire,860,5,832,153,492,580
W00000871,Carmarthenshire 085,Carmarthenshire,35,1,867,740,214,1044
W00000872,Carmarthenshire 086,Carmarthenshire,1136,6,931,707,1074,1176
W00000873,Ceredigion 001,Ceredigion,1392,8,1077,1391,1640,1085
W00000874,Ceredigion 002,Ceredigion,1909,10,1158,1310,1108,1380
W00000875,Ceredigion 003,Ceredigion,777,5,1152,939,1338,1658
W00000876,Ceredigion 004,Ceredigion,1493,8,659,1909,1384,1020
W00000877,Ceredigion 005,Ceredigion,1347,8,1347,1079,1356,1081
W00000878,Ceredigion 006,Ceredigion,1178,7,1114,827,1341,1510
W00000879,Ceredigion 007,Ceredigion,1454,8,1521,1407,1148,1602
W00000880,Ceredigion 008,Ceredigion,892,5,1056,981,1607,1639
W00000881,Ceredigion 009,Ceredigion,1446,8,1589,1009,1399,1254
W00000882,Ceredigion 010,Ceredigion,1554,9,1268,1172,1454,1615
W00000883,Ceredigion 011,Ceredigion,1099,6,1283,950,588,1372
W00000884,Ceredigion 012,Ceredigion,1482,8,1370,656,1200,501
W00000885,Ceredigion 013,Ceredigion,1710,9,1006,1714,1569,975
W00000886,Ceredigion 014,Ceredigion,960,6,1394,1021,1329,1126
W00000887,Ceredigion 015,Ceredigion,765,5,697,1374,1139,1100
W00000888,Ceredigion 016,Ceredigion,1508,8,1616,1210,1202,1480
W00000889,Ceredigion 017,Ceredigion,892,5,1360,1482,1493,602
W00000890,Ceredigion 018,Ceredigion,1071,6,1062,1332,1437,1838
W00000891,Ceredigion 019,Ceredigion,1151,7,1165,1679,1384,1756
W00000892,Ceredigion 020,Ceredigion,1386,8,987,860,857,1538
W00000893,Ceredigion 021,Ceredigion,1656,9,1799,1578,1631,1091
W00000894,Ceredigion 022,Ceredigion,953,5,1529,1437,1330,1439
W00000895,Ceredigion 023,Ceredigion,1396,8,1646,1727,1455,1604
W00000896,Ceredigion 024,Ceredigion,1454,8,1175,1549,902,1679
W00000897,Ceredigion 025,Ceredigion,941,5,1377,1021,1457,1287
W00000898,Ceredigion 026,Ceredigion,821,5,1413,1109,1551,1300
W00000899,Ceredigion 027,Ceredigion,1418,8,1041,1105,1169,1608
W00000900,Ceredigion 028,Ceredigion,1803,10,1082,1655,681,870
W00000901,Ceredigion 029,Ceredigion,1012,6,934,777,1417,1222
W00000902,Ceredigion 030,Ceredigion,1413,8,1486,1387,1487,1274
W00000903,Ceredigion 031,Ceredigion,943,5,1585,1105,1033,1235
W00000904,Ceredigion 032,Ceredigion,1026,6,1187,1413,1399,976
W00000905,Ceredigion 033,Ceredigion,1153,7,1590,1463,1891,1724
W00000906,Ceredigion 034,Ceredigion,1643,9,925,1552,1284,1101
W00000907,Ceredigion 035,Ceredigion,1350,8,1555,1465,1049,1567
W00000908,Ceredigion 036,Ceredigion,1108,6,1358,1199,1237,1575
W00000909,Powys 001,Powys,1037,6,1875,749,1179,1483
W00000910,Powys 002,Powys,1525,8,1322,1331,1467,1266
W00000911,Powys 003,Powys,1767,10,1576,1638,1074,1321
W00000912,Powys 004,Powys,1259,7,1078,1468,1196,1585
W00000913,Powys 005,Powys,1028,6,1814,1054,1412,1635
W00000914,Powys 006,Powys,1178,7,1580,944,1763,1355
W00000915,Powys 007,Powys,1171,7,1269,1616,1183,1080
W00000916,Powys 008,Powys,1283,7,1032,1909,1188,1649
W00000917,Powys 009,Powys,1412,8,1084,1348,1573,1282
W00000918,Powys 010,Powys,1707,9,1625,1653,1218,961
W00000919,Powys 011,Powys,1165,7,1402,1530,731,1347
W00000920,Powys 012,Powys,1397,8,1275,1776,1470,1821
W00000921,Powys 013,Powys,1285,7,1603,1889,1723,956
W00000922,Powys 014,Powys,1273,7,1256,1511,1545,1047
W00000923,Powys 015,Powys,1370,8,804,1825,1203,1370
W00000924,Powys 016,Powys,1257,7,1659,413,1345,1311
W00000925,Powys 017,Powys,1213,7,1816,1057,1569,1478
W00000926,Powys 018,Powys,1728,10,1169,1108,1662,1503
W00000927,Powys 019,Powys,886,5,1204,1477,1588,1105
W00000928,Powys 020,Powys,475,3,1491,947,775,330
W00000929,Powys 021,Powys,1594,9,1384,1275,1745,1579
W00000930,Powys 022,Powys,1834,10,973,1338,889,1267
W00000931,Powys 023,Powys,1275,7,1519,1365,1527,1603
W00000932,Powys 024,Powys,1909,10,1264,1039,1420,1061
W00000933,Powys 025,Powys,1794,10,1273,1163,1215,1608
W00000934,Powys 026,Powys,1302,7,1176,1899,1105,1362
W00000935,Powys 027,Powys,1545,9,909,1508,1049,1646
W00000936,Powys 028,Powys,1061,6,1537,1714,1595,1440
W00000937,Powys 029,Powys,1280,7,1194,1835,1150,976
W00000938,Powys 030,Powys,1549,9,1135,1036,938,1176
W00000939,Powys 031,Powys,1325,7,1415,1663,1500,1281
W00000940,Powys 032,Powys,1290,7,1487,1769,1385,1181
W00000941,Powys 033,Powys,1052,6,959,1569,1514,1557
W00000942,Powys 034,Powys,1311,7,1729,1190,1622,1336
W00000943,Powys 035,Powys,1167,7,1509,1485,1451,1379
W00000944,Powys 036,Powys,1338,8,1909,1740,1556,1390
W00000945,Powys 037,Powys,1652,9,1489,1358,1263,1320
W00000946,Powys 038,Powys,398,3,1406,1188,1803,1356
W00000947,Powys 039,Powys,993,6,1336,1004,1484,1454
W00000948,Powys 040,Powys,1637,9,1136,1361,960,1602
W00000949,Powys 041,Powys,1505,8,1483,1350,1468,1909
W00000950,Powys 042,Powys,1264,7,1387,991,1102,1385
W00000951,Powys 043,Powys,1681,9,1280,1272,1234,1157
W00000952,Powys 044,Powys,1438,8,945,1772,1160,1609
W00000953,Powys 045,Powys,969,6,1530,1571,1459,992
W00000954,Powys 046,Powys,1424,8,1030,1266,1643,1636
W00000955,Powys 047,Powys,1354,8,1086,1563,1355,514
W00000956,Powys 048,Powys,1584,9,1343,1746,1037,206
W00000957,Powys 049,Powys,1433,8,1428,792,1071,1909
W00000958,Powys 050,Powys,1258,7,1547,1135,754,1288
W00000959,Powys 051,Powys,1270,7,1242,1312,1425,1295
W00000960,Powys 052,Powys,970,6,1481,706,765,1616
W00000961,Powys 053,Powys,1502,8,1334,889,1148,1255
W00000962,Powys 054,Powys,871,5,1150,1565,1756,1199
W00000963,Powys 055,Powys,1576,9,833,1567,1120,1460
W00000964,Powys 056,Powys,1275,7,1706,1061,1528,1249
W00000965,Powys 057,Powys,1302,7,1300,1070,1345,1327
W00000966,Powys 058,Powys,1422,8,1372,1613,1613,971
W00000967,Powys 059,Powys,1610,9,1029,1543,1526,661
W00000968,Powys 060,Powys,1377,8,1223,1099,1734,1114
W00000969,Powys 061,Powys,1108,6,1370,1576,1309,1769
W00000970,Powys 062,Powys,1509,8,761,1175,1189,1522
W00000971,Powys 063,Powys,562,3,1909,1525,1392,1775
W00000972,Powys 064,Powys,1909,10,1585,1663,1387,1299
W00000973,Powys 065,Powys,1207,7,1126,1123,965,1322
W00000974,Powys 066,Powys,844,5,1401,1338,1391,1162
W00000975,Powys 067,Powys,1909,10,1717,939,1416,1131
W00000976,Gwynedd 001,Gwynedd,564,3,491,1130,704,1391
W00000977,Gwynedd 002,Gwynedd,1327,7,1419,593,1121,1238
W00000978,Gwynedd 003,Gwynedd,769,5,686,1622,1032,1240
W00000979,Gwynedd 004,Gwynedd,637,4,533,711,905,464
W00000980,Gwynedd 005,Gwynedd,946,5,372,481,1192,1225
W00000981,Gwynedd 006,Gwynedd,801,5,601,520,815,1243
W00000982,Gwynedd 007,Gwynedd,1302,7,780,467,1046,574
W00000983,Gwynedd 008,Gwynedd,753,4,1403,1295,1007,370
W00000984,Gwynedd 009,Gwynedd,1030,6,1313,792,1437,1539
W00000985,Gwynedd 010,Gwynedd,1582,9,1054,1195,1460,1154
W00000986,Gwynedd 011,Gwynedd,759,4,796,1049,484,884
W00000987,Gwynedd 012,Gwynedd,1366,8,200,1591,1355,740
W00000988,Gwynedd 013,Gwynedd,1156,7,951,1464,1304,311
W00000989,Gwynedd 014,Gwynedd,1173,7,879,984,687,1747
W00000990,Gwynedd 015,Gwynedd,1345,8,696,392,810,1148
W00000991,Gwynedd 016,Gwynedd,1041,6,1378,1280,1300,1099
W00000992,Gwynedd 017,Gwynedd,422,3,883,1393,931,1179
W00000993,Gwynedd 018,Gwynedd,828,5,597,898,1061,651
W00000994,Gwynedd 019,Gwynedd,860,5,628,1417,843,1612
W00000995,Gwynedd 020,Gwynedd,1530,9,922,528,196,278
W00000996,Gwynedd 021,Gwynedd,427,3,1421,998,1090,1
W00000997,Gwynedd 022,Gwynedd,494,3,1253,1069,896,1207
W00000998,Gwynedd 023,Gwynedd,1571,9,874,978,1019,1909
W00000999,Gwynedd 024,Gwynedd,152,1,1183,902,1154,650
W00001000,Gwynedd 025,Gwynedd,931,5,1193,1909,1241,563
W00001001,Gwynedd 026,Gwynedd,788,5,794,199,830,1284
W00001002,Gwynedd 027,Gwynedd,465,3,1308,1153,684,885
W00001003,Gwynedd 028,Gwynedd,1557,9,1200,953,864,984
W00001004,Gwynedd 029,Gwynedd,755,4,230,1803,1006,1131
W00001005,Gwynedd 030,Gwynedd,927,5,698,872,372,1909
W00001006,Gwynedd 031,Gwynedd,480,3,597,765,1414,956
W00001007,Gwynedd 032,Gwynedd,480,3,1378,1255,1144,1276
W00001008,Gwynedd 033,Gwynedd,1859,10,1697,662,1536,1124
W00001009,Gwynedd 034,Gwynedd,1139,6,371,878,656,1327
W00001010,Gwynedd 035,Gwynedd,1357,8,240,940,1354,864
W00001011,Gwynedd 036,Gwynedd,1227,7,1070,1092,852,395
W00001012,Gwynedd 037,Gwynedd,523,3,1192,958,899,756
W00001013,Gwynedd 038,Gwynedd,834,5,1308,809,465,1289
W00001014,Gwynedd 039,Gwynedd,872,5,960,1621,942,1081
W00001015,Gwynedd 040,Gwynedd,502,3,874,1204,388,1041
W00001016,Gwynedd 041,Gwynedd,988,6,964,1383,1070,1624
W00001017,Gwynedd 042,Gwynedd,572,3,996,985,563,1386
W00001018,Gwynedd 043,Gwynedd,1833,10,944,1161,980,624
W00001019,Gwynedd 044,Gwynedd,258,2,708,368,1565,897
W00001020,Gwynedd 045,Gwynedd,818,5,1254,481,673,981
W00001021,Gwynedd 046,Gwynedd,1340,8,1121,1053,978,1132
W00001022,Gwynedd 047,Gwynedd,1026,6,597,969,562,986
W00001023,Gwynedd 048,Gwynedd,767,5,1818,933,443,888
W00001024,Gwynedd 049,Gwynedd,1147,7,1522,703,378,1322
W00001025,Gwynedd 050,Gwynedd,425,3,800,842,924,1264
W00001026,Gwynedd 051,Gwynedd,690,4,856,944,1004,994
W00001027,Gwynedd 052,Gwynedd,1115,6,1238,1114,1113,228
W00001028,Gwynedd 053,Gwynedd,969,6,1113,1254,700,649
W00001029,Gwynedd 054,Gwynedd,731,4,1133,1382,802,1364
W00001030,Gwynedd 055,Gwynedd,996,6,907,861,1219,1098
W00001031,Gwynedd 056,Gwynedd,1814,10,658,1166,758,553
W00001032,Gwynedd 057,Gwynedd,945,5,996,1909,883,434
W00001033,Gwynedd 058,Gwynedd,1053,6,240,911,955,1312
W00001034,Gwynedd 059,Gwynedd,1319,7,777,887,673,435
W00001035,Gwynedd 060,Gwynedd,1067,6,514,776,590,1200
W00001036,Anglesey 001,Anglesey,1484,8,354,25,754,807
W00001037,Anglesey 002,Anglesey,883,5,647,716,932,1274
W00001038,Anglesey 003,Anglesey,57,1,673,889,468,1589
W00001039,Anglesey 004,Anglesey,558,3,785,1032,586,1
W00001040,Anglesey 005,Anglesey,637,4,1152,659,494,1222
W00001041,Anglesey 006,Anglesey,674,4,625,862,1078,1886
W00001042,Anglesey 007,Anglesey,1114,6,1196,588,429,828
W00001043,Anglesey 008,Anglesey,840,5,431,726,944,964
W00001044,Anglesey 009,Anglesey,991,6,899,588,614,253
W00001045,Anglesey 010,Anglesey,1478,8,804,706,464,1909
W00001046,Anglesey 011,Anglesey,392,3,653,973,1016,1236
W00001047,Anglesey 012,Anglesey,1486,8,973,358,707,940
W00001048,Anglesey 013,Anglesey,1585,9,321,1302,864,1182
W00001049,Anglesey 014,Anglesey,761,4,511,1113,1036,1243
W00001050,Anglesey 015,Anglesey,794,5,594,148,1095,993
W00001051,Anglesey 016,Anglesey,433,3,615,604,264,427
W00001052,Anglesey 017,Anglesey,369,2,658,491,212,1722
W00001053,Anglesey 018,Anglesey,1275,7,533,913,950,1343
W00001054,Anglesey 019,Anglesey,488,3,1173,570,317,1130
W00001055,Anglesey 020,Anglesey,1290,7,1685,298,1052,613
W00001056,Anglesey 021,Anglesey,1097,6,297,272,519,836
W00001057,Anglesey 022,Anglesey,556,3,1025,1229,1016,1538
W00001058,Anglesey 023,Anglesey,958,6,383,1369,581,1215
W00001059,Anglesey 024,Anglesey,1398,8,956,174,468,1403
W00001060,Anglesey 025,Anglesey,735,4,827,1117,1051,927
W00001061,Anglesey 026,Anglesey,720,4,693,1158,999,682
W00001062,Anglesey 027,Anglesey,1211,7,755,444,526,353
W00001063,Anglesey 028,Anglesey,696,4,1221,463,868,500
W00001064,Anglesey 029,Anglesey,701,4,283,707,730,1046
W00001065,Anglesey 030,Anglesey,884,5,390,1253,875,890
W00001066,Anglesey 031,Anglesey,796,5,622,891,971,3
W00001067,Anglesey 032,Anglesey,595,4,712,907,1230,448
W00001068,Anglesey 033,Anglesey,610,4,624,464,674,1151
W00001069,Anglesey 034,Anglesey,399,3,946,88,597,649
W00001070,Anglesey 035,Anglesey,1436,8,706,1,78,815
W00001071,Conwy 001,Conwy,1133,6,1028,970,1319,653
W00001072,Conwy 002,Conwy,1240,7,341,521,247,774
W00001073,Conwy 003,Conwy,882,5,939,925,565,813
W00001074,Conwy 004,Conwy,330,2,1366,773,723,1624
W00001075,Conwy 005,Conwy,427,3,515,441,875,1096
W00001076,Conwy 006,Conwy,1181,7,1779,1,1119,645
W00001077,Conwy 007,Conwy,677,4,688,520,1508,1284
W00001078,Conwy 008,Conwy,908,5,1362,267,419,1
W00001079,Conwy 009,Conwy,634,4,955,942,953,256
W00001080,Conwy 010,Conwy,1205,7,981,1206,216,1042
W00001081,Conwy 011,Conwy,448,3,764,1123,932,511
W00001082,Conwy 012,Conwy,902,5,376,1380,825,1410
W00001083,Conwy 013,Conwy,699,4,720,580,1216,576
W00001084,Conwy 014,Conwy,1144,6,769,74,694,362
W00001085,Conwy 015,Conwy,912,5,492,1287,867,819
W00001086,Conwy 016,Conwy,1149,7,1229,891,621,91
W00001087,Conwy 017,Conwy,639,4,688,944,775,1213
W00001088,Conwy 018,Conwy,667,4,880,1394,1023,872
W00001089,Conwy 019,Conwy,671,4,683,544,704,1244
W00001090,Conwy 020,Conwy,815,5,438,1639,1015,258
W00001091,Conwy 021,Conwy,732,4,937,1612,499,1345
W00001092,Conwy 022,Conwy,1431,8,685,783,525,807
W00001093,Conwy 023,Conwy,886,5,1125,1355,629,2
W00001094,Conwy 024,Conwy,891,5,1000,1004,782,956
W00001095,Conwy 025,Conwy,1475,8,1030,743,719,822
W00001096,Conwy 026,Conwy,1521,8,837,891,725,1401
W00001097,Conwy 027,Conwy,1644,9,1054,934,913,1
W00001098,Conwy 028,Conwy,1183,7,945,1079,643,724
W00001099,Conwy 029,Conwy,743,4,1249,741,1651,1096
W00001100,Conwy 030,Conwy,415,3,856,627,107,1629
W00001101,Conwy 031,Conwy,1167,7,1082,969,401,679
W00001102,Conwy 032,Conwy,1219,7,540,1,818,835
W00001103,Conwy 033,Conwy,951,5,1149,1166,993,1445
W00001104,Conwy 034,Conwy,322,2,1072,1161,452,214
W00001105,Conwy 035,Conwy,616,4,673,1214,678,509
W00001106,Conwy 036,Conwy,667,4,1282,905,835,849
W00001107,Conwy 037,Conwy,1390,8,643,1449,975,826
W00001108,Conwy 038,Conwy,1850,10,538,752,455,1334
W00001109,Conwy 039,Conwy,1541,9,1471,1411,828,733
W00001110,Conwy 040,Conwy,264,2,1596,1096,722,1505
W00001111,Conwy 041,Conwy,530,3,1039,827,1130,871
W00001112,Conwy 042,Conwy,348,2,925,1338,889,1253
W00001113,Conwy 043,Conwy,502,3,891,638,1169,914
W00001114,Conwy 044,Conwy,1162,7,1271,1189,998,444
W00001115,Conwy 045,Conwy,898,5,717,756,764,453
W00001116,Conwy 046,Conwy,156,1,671,980,413,907
W00001117,Conwy 047,Conwy,1622,9,1249,1587,1041,1432
W00001118,Conwy 048,Conwy,624,4,679,1,1328,1602
W00001119,Conwy 049,Conwy,689,4,813,584,1038,1412
W00001120,Conwy 050,Conwy,237,2,1040,784,940,1109
W00001121,Conwy 051,Conwy,828,5,864,810,1250,1090
W00001122,Conwy 052,Conwy,983,6,465,741,1224,917
W00001123,Conwy 053,Conwy,1150,7,1504,1334,933,666
W00001124,Conwy 054,Conwy,1,1,842,763,1040,829
W00001125,Denbighshire 001,Denbighshire,578,4,91,307,872,1482
W00001126,Denbighshire 002,Denbighshire,662,4,812,1098,407,867
W00001127,Denbighshire 003,Denbighshire,418,3,995,763,807,343
W00001128,Denbighshire 004,Denbighshire,968,6,1412,278,577,805
W00001129,Denbighshire 005,Denbighshire,998,6,508,1,1190,1046
W00001130,Denbighshire 006,Denbighshire,37,1,492,1355,1222,1128
W00001131,Denbighshire 007,Denbighshire,633,4,728,645,1107,300
W00001132,Denbighshire 008,Denbighshire,393,3,1045,681,1197,393
W00001133,Denbighshire 009,Denbighshire,679,4,384,703,166,477
W00001134,Denbighshire 010,Denbighshire,154,1,937,999,75,1308
W00001135,Denbighshire 011,Denbighshire,1649,9,715,432,1719,98
W00001136,Denbighshire 012,Denbighshire,707,4,761,1262,829,472
W00001137,Denbighshire 013,Denbighshire,338,2,583,279,717,442
W00001138,Denbighshire 014,Denbighshire,132,1,1129,491,242,623
W00001139,Denbighshire 015,Denbighshire,725,4,102,838,321,1480
W00001140,Denbighshire 016,Denbighshire,899,5,563,388,662,979
W00001141,Denbighshire 017,Denbighshire,690,4,625,724,482,543
W00001142,Denbighshire 018,Denbighshire,1,1,1033,824,420,1565
W00001143,Denbighshire 019,Denbighshire,733,4,345,1058,843,879
W00001144,Denbighshire 020,Denbighshire,538,3,854,590,900,1
W00001145,Denbighshire 021,Denbighshire,535,3,1288,379,482,495
W00001146,Denbighshire 022,Denbighshire,238,2,1,603,749,676
W00001147,Denbighshire 023,Denbighshire,644,4,714,1127,631,438
W00001148,Denbighshire 024,Denbighshire,593,4,898,1290,473,745
W00001149,Denbighshire 025,Denbighshire,828,5,360,708,170,1
W00001150,Denbighshire 026,Denbighshire,839,5,568,784,693,254
W00001151,Denbighshire 027,Denbighshire,682,4,278,1281,210,610
W00001152,Denbighshire 028,Denbighshire,303,2,895,561,512,1089
W00001153,Denbighshire 029,Denbighshire,711,4,876,289,192,748
W00001154,Denbighshire 030,Denbighshire,578,4,914,666,774,1
W00001155,Denbighshire 031,Denbighshire,1417,8,643,991,398,840
W00001156,Denbighshire 032,Denbighshire,204,2,854,551,710,1018
W00001157,Denbighshire 033,Denbighshire,231,2,465,891,1457,637
W00001158,Denbighshire 034,Denbighshire,924,5,663,1511,69,743
W00001159,Denbighshire 035,Denbighshire,82,1,1,824,750,570
W00001160,Denbighshire 036,Denbighshire,659,4,1759,592,884,403
W00001161,Denbighshire 037,Denbighshire,812,5,618,528,1356,1236
W00001162,Denbighshire 038,Denbighshire,751,4,1,549,1675,594
W00001163,Denbighshire 039,Denbighshire,1119,6,1193,791,396,1
W00001164,Denbighshire 040,Denbighshire,959,6,421,773,248,579
W00001165,Denbighshire 041,Denbighshire,712,4,791,234,1132,427
W00001166,Denbighshire 042,Denbighshire,63,1,662,714,757,1321
