school_name,school_type,local_authority,sector,pupils,postcode,latitude,longitude,near_transport,wimd_decile,deprivation,fsm_pct,attendance_pct,gcse_pass_pct
St Thomas Community Primary School,"Nursery, Infants & Juniors",Swansea,Primary,420.0,SA1 8EZ,51.62383320938291,-3.926696014737873,True,9,low_deprivation,8.7,96.2,
GOWERTON PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,342.0,SA4 3GE,51.65113530066083,-4.050309999332177,True,10,low_deprivation,2.1,93.3,
Pentre'r Graig Primary School,"Nursery, Infants & Juniors",Swansea,Primary,300.0,SA6 6HY,51.66871764777592,-3.9237552829704274,True,2,high_deprivation,33.1,92.1,
YGG TANYLAN,"Nursery, Infants & Juniors",Swansea,Primary,209.0,SA6 7DU,51.66410708441065,-3.940795552411058,True,3,high_deprivation,35.7,90.8,
Burlais Primary School,"Nursery, Infants & Juniors",Swansea,Primary,496.0,SA5 8BN,51.637984336583536,-3.956835395984192,True,7,medium_deprivation,13.2,94.5,
Clydach Primary School,"Nursery, Infants & Juniors",Swansea,Primary,150.0,SA6 5EU,51.69584887032863,-3.8971384047479063,True,7,medium_deprivation,12.6,95.5,
Ysgol Gymraeg Y Cwm,"Nursery, Infants & Juniors",Swansea,Primary,124.0,SA1 7DL,51.64661713737975,-3.912022416804272,True,1,high_deprivation,35.5,88.1,
Gorseinon Primary School,"Nursery, Infants & Juniors",Swansea,Primary,311.0,SA4 4BN,51.6695217784081,-4.040178941059517,True,9,low_deprivation,4.8,94.3,
Brynhyfryd Primary School,"Nursery, Infants & Juniors",Swansea,Primary,461.0,SA5 9LN,51.64354907844971,-3.944962857825559,True,9,low_deprivation,9.1,94.9,
ST. DAVID'S RC PRIMARY SCHOOL,"Nursery, Infants & Juniors",Swansea,Primary,197.0,SA3 5TS,51.58245347292789,-4.004837621860448,True,4,medium_deprivation,33.1,90.9,
ST ILLTYDS PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,195.0,SA1 7DG,51.64140282498906,-3.9163556197851497,True,10,low_deprivation,6.3,98.2,
CHRISTCHURCH CHURCH IN WALES,"Nursery, Infants & Juniors",Swansea,Primary,162.0,SA1 3UA,51.6139852038372,-3.955585906694449,True,10,low_deprivation,4.0,94.8,
ST JOSEPH'S R.C. PRIMARY,"Nursery, Infants & Juniors",Swansea,Primary,245.0,SA6 5NX,51.69688889046683,-3.8811197691604793,True,4,medium_deprivation,25.4,91.2,
St Josephs Cathedral Primary School,"Nursery, Infants & Juniors",Swansea,Primary,503.0,SA1 2BE,51.63167510210676,-3.943573308746011,True,7,medium_deprivation,9.5,94.2,
Cefn Hengoed,Secondary (ages 11-16),Swansea,Secondary,906.0,SA1 7HX,51.644676929208046,-3.90502129938024,True,10,low_deprivation,8.0,94.4,72.9
OLCHFA SCHOOL,Secondary (ages 11-19),Swansea,Secondary,1907.0,SA2 7AB,51.61879156810628,-4.0054135859653845,True,8,low_deprivation,10.7,94.1,62.6
MORRISTON COMPREHENSIVE,Secondary (ages 11-19),Swansea,Secondary,1055.0,SA6 6NH,51.68169096866884,-3.9266594140435775,True,1,high_deprivation,32.9,90.3,45.4
PENTREHAFOD SCHOOL,Secondary (ages 11-16),Swansea,Secondary,1120.0,SA1 2NN,51.63800580849793,-3.940881586228208,True,8,low_deprivation,23.8,94.2,60.8
BISHOP GORE SCHOOL,Secondary (ages 11-19),Swansea,Secondary,1315.0,SA2 9AP,51.61524200237932,-3.9883568751931686,True,1,high_deprivation,34.9,89.8,42.8
Penyrheol Comprehensive School,Secondary (ages 11-16),Swansea,Secondary,860.0,SA4 4FG,51.67473732734304,-4.04135946200207,True,4,medium_deprivation,20.9,91.2,51.8
Gowerton Comprehensive School,Secondary (ages 11-19),Swansea,Secondary,1127.0,SA4 3DL,51.64258715076109,-4.036150867225866,True,9,low_deprivation,6.0,93.3,70.2
BISHOPSTON COMPREHENSIVE,Secondary (ages 11-16),Swansea,Secondary,1128.0,SA3 3JP,51.58412275768024,-4.049269240467705,True,10,low_deprivation,9.1,96.3,67.9
Pontarddulais Comprehensive School,Secondary (ages 11-16),Swansea,Secondary,848.0,SA4 8PD,51.71739037210386,-4.033864254430746,True,9,low_deprivation,8.2,97.5,71.8
Ysgol Gyfun Gwyr,Secondary (ages 11-19),Swansea,Secondary,1127.0,SA4 3DD,51.64589785104119,-4.039175680972966,True,1,high_deprivation,27.9,89.9,50.2
BIRCHGROVE,Secondary (ages 11-16),Swansea,Secondary,722.0,SA7 9NB,51.67104955721296,-3.871834247929042,True,5,medium_deprivation,24.4,92.9,50.9
Dylan Thomas Community School,Secondary (ages 11-16),Swansea,Secondary,695.0,SA2 0FR,51.63362908318193,-3.9837277916846494,True,6,medium_deprivation,14.8,94.2,65.1
Ysgol Gyfun Gymraeg Bryn Tawe,Secondary (ages 11-19),Swansea,Secondary,873.0,SA5 7BU,51.65101548797148,-3.95982561123369,True,3,high_deprivation,34.7,89.6,58.5
Bishop Vaughan School,Secondary (ages 11-19),Swansea,Secondary,1236.0,SA6 7QG,51.66175129035686,-3.938888745943362,True,9,low_deprivation,12.1,97.5,65.0
Alltwen Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,213.0,SA8 3AB,51.71752250169006,-3.8444953806786737,True,1,high_deprivation,35.6,90.2,
Blaendulais Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,93.0,SA10 9AA,51.76512511084649,-3.71089180428785,True,9,low_deprivation,13.7,97.4,
Blaengwrach Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,147.0,SA11 5PP,51.73380158316903,-3.641238319058427,True,7,medium_deprivation,16.1,93.0,
Blaenhonddan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,270.0,SA10 7PE,51.677648310005445,-3.814654712990989,True,8,low_deprivation,15.6,97.0,
Baglan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,270.0,SA12 8TF,51.61893894060268,-3.807587465959199,True,10,low_deprivation,6.9,96.9,
YGG Cwmllynfell,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,60.0,SA9 2FJ,51.798011289776845,-3.81968751481263,True,1,high_deprivation,34.0,90.6,
Creunant Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,124.0,SA10 8NS,51.7326474046027,-3.747447027745828,True,2,high_deprivation,31.2,90.9,
Crymlyn Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,132.0,SA10 6JJ,51.63024067068375,-3.8634634397671936,True,3,high_deprivation,34.3,90.9,
Cwmnedd Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,172.0,SA11 5AA,51.747086421850646,-3.622844671621066,True,8,low_deprivation,10.9,96.2,
Cymer Afan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,92.0,SA13 3EE,51.651384691447866,-3.653133596639008,True,4,medium_deprivation,25.0,92.1,
Godre'rgraig Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,102.0,SA9 2NY,51.74648695315379,-3.809764176183008,True,1,high_deprivation,33.6,87.3,
Eastern Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,132.0,SA13 1TT,51.58524655613007,-3.767925505949904,True,2,high_deprivation,35.5,89.1,
Ysgol Gynradd Corn Hir,Infants & Juniors,Isle of Anglesey,Primary,338.0,LL77 7JB,53.25916893613075,-4.329262075822073,True,4,medium_deprivation,34.9,91.7,
Gnoll Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,352.0,SA11 1AQ,51.65821768773557,-3.800533530170654,True,9,low_deprivation,4.3,95.7,
Glyncorrwg Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,91.0,SA13 3BB,51.67933453777246,-3.6272044652793434,True,2,high_deprivation,33.9,90.5,
YGG Gwaun Cae Gurwen,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,164.0,SA18 1UN,51.79370103786782,-3.8804339710513296,True,4,medium_deprivation,32.2,93.5,
Catwg Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,203.0,SA10 8BL,51.673409589255854,-3.7961609338264055,True,1,high_deprivation,37.1,87.4,
Maesmarchog Community Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,83.0,SA10 9LB,51.77705535779166,-3.664072738910217,True,9,low_deprivation,10.4,95.4,
Sandfields Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,249.0,SA12 6AJ,51.59563333000961,-3.798648672531184,True,1,high_deprivation,33.2,87.5,
YGG Castell-nedd,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,408.0,SA11 3AL,51.66167664367355,-3.7983861602587328,True,2,high_deprivation,35.5,91.6,
Croeserw Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,137.0,SA13 3PL,51.64514852741471,-3.6354902610797226,True,8,low_deprivation,11.5,94.5,
Tywyn Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,439.0,SA12 6JF,51.58998780956509,-3.807318329172073,True,6,medium_deprivation,23.3,93.8,
Llangiwg Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,81.0,SA8 4PJ,51.72738521492893,-3.8417402842877086,True,1,high_deprivation,42.1,88.8,
Tonnau Primary Community School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,206.0,SA11 3EJ,51.67430926777418,-3.7772210738227097,True,7,medium_deprivation,26.2,95.6,
Ynysfach Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,149.0,SA11 4AB,51.70885843280533,-3.6943389584102544,True,2,high_deprivation,36.1,91.9,
Blaenbaglan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,267.0,SA12 8YF,51.62099266770931,-3.7968201043122014,True,3,high_deprivation,31.5,92.0,
Rhos Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,147.0,SA8 3EB,51.71347927078744,-3.8304921561030025,True,2,high_deprivation,34.6,90.4,
YGG Blaendulais,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,101.0,SA10 9AA,51.76567154973221,-3.711651565317325,True,4,medium_deprivation,25.2,92.7,
Rhydyfro Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,147.0,SA8 3BB,51.73354884548216,-3.8614547849955145,True,5,medium_deprivation,24.4,91.7,
YGG Cwm Nedd,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,143.0,SA11 5AA,51.746769871259744,-3.622326318897589,True,9,low_deprivation,7.4,96.4,
Tairgwaith Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,89.0,SA18 1UU,51.79170106758755,-3.864298466043389,True,9,low_deprivation,9.3,97.4,
YGG Trebannws,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,90.0,SA8 4BL,51.71081409116984,-3.865008166876499,True,1,high_deprivation,42.7,91.3,
YGG Pontardawe,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,342.0,SA8 4JR,51.72629527845365,-3.8532942239063863,True,1,high_deprivation,33.4,89.0,
Waunceirch Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,187.0,SA10 7RW,51.672257173043256,-3.821352205104888,True,9,low_deprivation,13.2,95.7,
Cilffriw Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,146.0,SA10 8LF,51.68127279959575,-3.781139030563926,True,4,medium_deprivation,31.9,90.2,
YGG Tyle'r Ynn,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,292.0,SA11 2UN,51.64404513752488,-3.821565251676644,True,2,high_deprivation,33.3,91.3,
Coed Hirwaun Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,155.0,SA13 2TS,51.54780552938265,-3.704542104449804,True,6,medium_deprivation,10.9,93.8,
Coedffranc Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,408.0,SA10 6LP,51.66055282563868,-3.843018989305617,True,3,high_deprivation,27.8,88.8,
Pen Afan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,95.0,SA13 3YE,51.65481204414032,-3.5998125869381825,True,9,low_deprivation,13.8,93.7,
Awel Y Mor Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,354.0,SA12 6TP,51.59755034764929,-3.811401545589419,True,2,high_deprivation,33.7,90.2,
Crynallt Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,389.0,SA11 3AZ,51.65275370673255,-3.7850078682156463,True,3,high_deprivation,26.2,90.8,
Cwmafan Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,409.0,SA12 9BB,51.61433503383997,-3.7632477030727034,True,3,high_deprivation,28.2,89.7,
Central Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,408.0,SA13 1SF,51.58928876793522,-3.7723843826490886,True,4,medium_deprivation,30.0,92.4,
Abbey Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,438.0,SA10 7ND,51.66150729369913,-3.83432447986076,True,8,low_deprivation,14.4,94.9,
Melin Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,261.0,SA11 2ED,51.65247979526048,-3.812275715639309,True,6,medium_deprivation,18.4,93.0,
Ysgol Carreg Hir,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,387.0,SA11 2ET,51.64391477504899,-3.8166314210314662,True,2,high_deprivation,32.3,89.6,
St Joseph's Catholic Primary School (Neath),"Nursery, Infants & Juniors",Neath Port Talbot,Primary,121.0,SA11 1UR,51.654385394225365,-3.7988781112283374,True,4,medium_deprivation,25.0,93.3,
St Josephs Catholic Infant School,Nursery & Infants,Neath Port Talbot,Primary,118.0,SA12 6LF,51.595143680348855,-3.7895046064518745,True,6,medium_deprivation,15.7,95.4,
Bryncoch CIW Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,105.0,SA10 7UG,51.68495873921455,-3.8181586472127993,True,10,low_deprivation,11.5,95.3,
Alderman Davies CIW Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,251.0,SA11 3AA,51.66225032330333,-3.802023678297144,True,3,high_deprivation,28.9,90.4,
St Therese's Catholic Primary School,"Nursery, Infants & Juniors",Neath Port Talbot,Primary,225.0,SA12 7HL,51.59836727185476,-3.815563585679116,True,3,high_deprivation,35.1,91.9,
St Josephs Catholic Junior School,Juniors,Neath Port Talbot,Primary,166.0,SA12 6YN,51.60038880139528,-3.796396342038127,True,2,high_deprivation,39.9,90.1,
Cefn Saeson Comprehensive School,Secondary (ages 11-16),Neath Port Talbot,Secondary,849.0,SA11 3TA,51.65060555466018,-3.775455140242781,True,7,medium_deprivation,18.2,93.7,66.5
Cwmtawe Community School,Secondary (ages 11-16),Neath Port Talbot,Secondary,1047.0,SA8 4EG,51.71579275498809,-3.853270034521432,True,7,medium_deprivation,12.5,94.9,60.8
Llangatwg Community School,Secondary (ages 11-16),Neath Port Talbot,Secondary,750.0,SA10 8DB,51.67846746651538,-3.785860007130606,True,1,high_deprivation,35.3,87.4,50.4
Dwr Y Felin Comprehensive School,Secondary (ages 11-16),Neath Port Talbot,Secondary,1097.0,SA10 7RE,51.66594663911994,-3.8130879725719695,True,9,low_deprivation,7.6,97.0,63.8
St Joseph's RC School and 6th Form Centre,Secondary (ages 11-19),Neath Port Talbot,Secondary,835.0,SA12 6EY,51.5998960458636,-3.794514214576519,True,4,medium_deprivation,20.3,92.0,49.3
Ysgol Bae Baglan,Middle (ages 3-16),Neath Port Talbot,Middle,1383.0,SA12 7BL,51.61014719054196,-3.8196298977846457,True,2,high_deprivation,35.1,90.0,
Ysgol Gymraeg Ystalyfera Bro Dur,Middle (ages 3-19),Neath Port Talbot,Middle,1557.0,SA9 2DY,51.76410978105312,-3.782818850766363,True,8,low_deprivation,7.5,94.5,
Ysgol Cwm Brombil,Middle (ages 3-16),Neath Port Talbot,Middle,1439.0,SA13 2AN,51.57287903917659,-3.7519468876014814,True,2,high_deprivation,38.6,90.5,
Abercerdin Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,144.0,CF39 8RS,51.59533861588813,-3.479515019262135,True,4,medium_deprivation,24.7,89.7,
Betws Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,174.0,CF32 8TB,51.568135233199214,-3.5876448014598608,True,5,medium_deprivation,23.8,94.5,
Blaengarw Primary,"Nursery, Infants & Juniors",Bridgend,Primary,157.0,CF32 8BA,51.62432058542476,-3.5875443474393407,True,8,low_deprivation,13.3,94.6,
Bryntirion Infants,Nursery & Infants,Bridgend,Primary,147.0,CF31 4DD,51.50858578341576,-3.6028257538430863,True,5,medium_deprivation,22.0,93.2,
CEFN CRIBWR PRIMARY SCHOOL,"Nursery, Infants & Juniors",Bridgend,Primary,156.0,CF32 0AW,51.53133417712984,-3.6492475092796575,True,4,medium_deprivation,28.9,93.1,
Coety Primary,"Nursery, Infants & Juniors",Bridgend,Primary,482.0,CF35 6DH,51.52738741946793,-3.563682420607827,False,4,medium_deprivation,24.7,90.2,
Cwmfelin Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,200.0,CF34 9LD,51.59351477228319,-3.6427090514911904,True,4,medium_deprivation,30.1,92.5,
FFALDAU,"Nursery, Infants & Juniors",Bridgend,Primary,133.0,CF32 8HW,51.60980501292787,-3.581466144408364,True,3,high_deprivation,24.8,90.9,
Garth Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,191.0,CF34 0ND,51.600345047671006,-3.639486701163606,True,2,high_deprivation,34.3,91.7,
Coychurch Llangrallo Primary,"Nursery, Infants & Juniors",Bridgend,Primary,134.0,CF35 5HN,51.507906981292656,-3.526961710009136,True,10,low_deprivation,12.8,93.2,
LLANGYNWYD PRIMARY SCHOOL,"Nursery, Infants & Juniors",Bridgend,Primary,92.0,CF34 9TE,51.58662103260223,-3.636137277035358,True,10,low_deprivation,1.5,95.8,
NANTYFFYLLON PRIMARY SCHOOL,"Nursery, Infants & Juniors",Bridgend,Primary,204.0,CF34 0ET,51.61963707301693,-3.6625917637724337,True,8,low_deprivation,9.5,93.8,
Nantymoel Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,222.0,CF32 7PL,51.61845407888109,-3.537666746080837,True,9,low_deprivation,10.7,95.8,
Newton Primary,"Nursery, Infants & Juniors",Bridgend,Primary,169.0,CF36 5BL,51.48202912978547,-3.693920182279456,True,7,medium_deprivation,16.5,94.5,
NOTTAGE COUNTY PRIMARY,"Nursery, Infants & Juniors",Bridgend,Primary,326.0,CF36 3ED,51.48342799858356,-3.70713577977481,True,2,high_deprivation,35.2,89.7,
Pen-y-Bont Primary,"Nursery, Infants & Juniors",Bridgend,Primary,334.0,CF31 1TD,51.50906414786759,-3.5741517260201654,True,8,low_deprivation,14.2,93.7,
Pil Primary,"Nursery, Infants & Juniors",Bridgend,Primary,198.0,CF33 6AB,51.53042551315851,-3.6916594296763017,True,2,high_deprivation,36.3,90.4,
Plasnewydd Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,176.0,CF34 9UN,51.61017568543833,-3.659169020101482,True,3,high_deprivation,34.6,90.1,
Trelales Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,181.0,CF32 0LF,51.50505668215125,-3.623538927713704,True,8,low_deprivation,13.8,95.7,
Ysgol Cynwyd Sant,"Nursery, Infants & Juniors",Bridgend,Primary,271.0,CF34 9LN,51.603664583573774,-3.660698953742279,True,7,medium_deprivation,14.8,93.4,
Tynyrheol Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,60.0,CF32 8PN,51.57609521308631,-3.567868445560649,True,7,medium_deprivation,18.5,90.1,
CROESTY PRIMARY SCHOOL,"Nursery, Infants & Juniors",Bridgend,Primary,185.0,CF35 5LY,51.51911312205847,-3.502503573955835,True,8,low_deprivation,19.8,94.1,
CORNELI PRIMARY,"Nursery, Infants & Juniors",Bridgend,Primary,251.0,CF33 4LW,51.52130724042674,-3.703782879624874,True,2,high_deprivation,33.3,89.2,
LLANGEWYDD JUNIOR SCHOOL,Juniors,Bridgend,Primary,348.0,CF31 4JT,51.510576508111136,-3.5989907561367307,True,3,high_deprivation,26.3,89.1,
Porthcawl Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,183.0,CF36 5EY,51.485886820036505,-3.691506192088191,True,9,low_deprivation,13.0,93.7,
YSGOL GYMRAEG BRO OGWR,"Nursery, Infants & Juniors",Bridgend,Primary,370.0,CF31 2LN,51.513188938369,-3.567635818719641,True,7,medium_deprivation,15.3,94.1,
CEFN GLAS INFANTS,Nursery & Infants,Bridgend,Primary,205.0,CF31 4PL,51.51366187441362,-3.591935762811528,True,4,medium_deprivation,17.9,93.6,
WEST PARK PRIMARY,"Nursery, Infants & Juniors",Bridgend,Primary,395.0,CF36 3SN,51.49156199647861,-3.707090228426432,True,10,low_deprivation,8.4,96.3,
Afon y Felin Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,143.0,CF33 4PA,51.52602482555155,-3.703396803425143,True,10,low_deprivation,2.9,95.1,
Tondu Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,199.0,CF32 9BE,51.54062484943783,-3.600865524928974,True,7,medium_deprivation,15.4,94.5,
YSGOL Y FERCH O'R SGER,"Nursery, Infants & Juniors",Bridgend,Primary,146.0,CF33 4LW,51.522069720494045,-3.7032924212038902,True,9,low_deprivation,9.9,94.7,
Ysgol Gynradd Gymraeg Calon Y Cymoedd,"Nursery, Infants & Juniors",Bridgend,Primary,193.0,CF32 8TB,51.56860064155262,-3.5884570710931087,True,2,high_deprivation,34.6,89.7,
Maes Yr Haul Broadlands,"Nursery, Infants & Juniors",Bridgend,Primary,471.0,CF31 5EG,51.50310998521151,-3.601599621695677,True,1,high_deprivation,40.2,88.4,
BRYNCETHIN PRIMARY,Infants & Juniors,Bridgend,Primary,237.0,CF32 9TH,51.54248958557597,-3.5723590219078103,True,7,medium_deprivation,14.1,91.6,
Ogmore Vale Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,292.0,CF32 7AJ,51.60706927922327,-3.542961982785489,True,4,medium_deprivation,28.7,91.4,
Pencoed Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,572.0,CF35 6RH,51.52830082262209,-3.4953906878222964,True,2,high_deprivation,32.8,90.8,
Oldcastle Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,413.0,CF31 3ED,51.50187994738068,-3.5787033954121767,True,2,high_deprivation,36.8,90.4,
Brackla Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,337.0,CF31 2EZ,51.50913907658963,-3.563874613671249,True,3,high_deprivation,32.7,90.7,
Caerau Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,404.0,CF34 0PA,51.63342534101579,-3.653035385903097,True,4,medium_deprivation,22.9,90.7,
Litchard Primary,"Nursery, Infants & Juniors",Bridgend,Primary,457.0,CF31 1QB,51.52322706063029,-3.579033366781175,True,7,medium_deprivation,20.1,94.7,
Tremains Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,454.0,CF31 2NL,51.50865052967172,-3.552173325033138,True,3,high_deprivation,28.1,89.5,
Mynydd Cynffig Primary,"Nursery, Infants & Juniors",Bridgend,Primary,428.0,CF33 6ET,51.5323600919272,-3.6774939045968,True,2,high_deprivation,37.0,91.6,
Penyfai Church in Wales,Infants & Juniors,Bridgend,Primary,237.0,CF31 4LX,51.526359078743525,-3.597707026048831,True,8,low_deprivation,13.7,93.3,
ST. MARY`S & ST. PATRICK`S,"Nursery, Infants & Juniors",Bridgend,Primary,209.0,CF34 9AY,51.60620154089624,-3.654249721843734,True,2,high_deprivation,41.2,89.6,
St. Robert's RC Primary,Infants & Juniors,Bridgend,Primary,171.0,CF32 9AB,51.535803823529726,-3.5964021463469824,True,10,low_deprivation,4.1,94.0,
St Mary's R C Primary School,"Nursery, Infants & Juniors",Bridgend,Primary,245.0,CF31 4JW,51.50960469804776,-3.5860877740014483,True,3,high_deprivation,28.8,90.6,
Archdeacon John Lewis C in W,"Nursery, Infants & Juniors",Bridgend,Primary,145.0,CF31 2JS,51.512098967419966,-3.553590734944012,True,7,medium_deprivation,15.7,95.2,
Cynffig Comprehensive,Secondary (ages 11-19),Bridgend,Secondary,777.0,CF33 6NP,51.52791635818807,-3.678858662493298,False,4,medium_deprivation,22.7,92.2,55.6
Bryntirion Comprehensive.,Secondary (ages 11-19),Bridgend,Secondary,1258.0,CF31 4QR,51.51714465713484,-3.594377684924228,True,5,medium_deprivation,23.9,93.9,59.2
Maesteg Comprehensive School,Secondary (ages 11-19),Bridgend,Secondary,1058.0,CF34 0LQ,51.61213220220031,-3.652138324104364,True,8,low_deprivation,4.5,95.3,65.3
PENCOED COMPREHENSIVE,Secondary (ages 11-19),Bridgend,Secondary,882.0,CF35 5LZ,51.51946206043272,-3.501650688204368,True,8,low_deprivation,6.8,93.2,61.8
Brynteg  School,Secondary (ages 11-19),Bridgend,Secondary,1725.0,CF31 3ER,51.497930585900654,-3.5775857992724127,True,8,low_deprivation,6.7,94.2,65.3
PORTHCAWL COMPREHENSIVE SCHOOL,Secondary (ages 11-19),Bridgend,Secondary,1185.0,CF36 3ES,51.480175192379264,-3.7106451502698903,True,5,medium_deprivation,24.5,91.6,61.0
Ysgol Gyfun Gymraeg Llangynwyd,Secondary (ages 11-19),Bridgend,Secondary,703.0,CF34 9RW,51.58233441295374,-3.633204524920034,True,2,high_deprivation,37.3,92.3,52.2
Coleg Cymunedol Y Dderwen,Secondary (ages 11-19),Bridgend,Secondary,1249.0,CF32 9EL,51.54591013587,-3.5870130716798427,True,5,medium_deprivation,20.3,91.0,60.6
Archbishop McGrath Catholic High School,Secondary (ages 11-19),Bridgend,Secondary,825.0,CF31 2DN,51.50794132954339,-3.5580981800108784,True,7,medium_deprivation,13.5,95.1,61.6
ALBERT PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,439.0,CF64 1BX,51.441473414737565,-3.172454506836629,True,8,low_deprivation,12.5,95.8,
BARRY ISLAND PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,235.0,CF62 5UZ,51.39553489807309,-3.2722714012617136,True,5,medium_deprivation,27.6,95.0,
COGAN PRIMARY SCHOOL,Infants & Juniors,The Vale of Glamorgan,Primary,221.0,CF64 2JS,51.44277542499648,-3.188704059761501,True,4,medium_deprivation,22.9,91.4,
COLCOT PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,283.0,CF62 9XH,51.42192655248903,-3.275593131747069,True,10,low_deprivation,6.0,96.9,
FAIRFIELD PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,266.0,CF64 2RT,51.4402066203378,-3.1839756334824365,True,5,medium_deprivation,26.9,95.5,
GLADSTONE PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,434.0,CF62 8NA,51.40699437528177,-3.2744284033401048,True,10,low_deprivation,7.0,95.1,
High Street Primary School,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,232.0,CF62 8HT,51.40272868338654,-3.278960552530392,True,10,low_deprivation,5.8,93.9,
HOLTON PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,383.0,CF63 4TF,51.40711657986197,-3.262258754523495,True,3,high_deprivation,34.2,88.8,
JENNER PARK PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,205.0,CF63 1DG,51.412092358149394,-3.263134193698797,True,4,medium_deprivation,15.8,92.8,
LLANFAIR PRIMARY SCHOOL,"Nursery, Infants & Juniors",The Vale of Glamorgan,Primary,142.0,CF71 7LT,51.43829894632791,-3.441766076872621,True,10,low_deprivation,7.7,93.5,
